0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
-90.0,-160.0,-204.0,-160.0,-57.0,89.0,89.0,126.0,126.0,89.0,-167.0,-20.0,-57.0,52.0,-57.0,163.0,-55.0,50.0,191.0
191.0,15.0,89.0,-55.0,52.0,126.0,163.0,163.0,236.0,200.0,89.0,126.0,52.0,163.0,126.0,200.0,156.0,15.0,297.0
-19.0,15.0,52.0,15.0,-94.0,16.0,89.0,126.0,89.0,163.0,-94.0,52.0,-131.0,52.0,-94.0,126.0,85.0,-55.0,85.0
121.0,85.0,126.0,156.0,-94.0,16.0,-20.0,89.0,89.0,163.0,89.0,163.0,16.0,89.0,16.0,163.0,297.0,85.0,191.0
297.0,156.0,236.0,191.0,126.0,89.0,163.0,163.0,200.0,236.0,89.0,163.0,52.0,52.0,52.0,163.0,156.0,156.0,191.0
50.0,85.0,16.0,85.0,89.0,89.0,126.0,163.0,89.0,163.0,16.0,163.0,-20.0,89.0,-20.0,163.0,85.0,297.0,156.0
226.0,121.0,200.0,121.0,347.0,273.0,273.0,236.0,236.0,236.0,273.0,163.0,200.0,200.0,200.0,236.0,191.0,437.0,332.0
50.0,15.0,89.0,85.0,310.0,310.0,273.0,273.0,163.0,200.0,16.0,52.0,52.0,200.0,-57.0,126.0,50.0,402.0,191.0
50.0,50.0,89.0,121.0,273.0,347.0,163.0,236.0,163.0,163.0,163.0,163.0,89.0,273.0,16.0,163.0,261.0,437.0,261.0
191.0,121.0,310.0,191.0,384.0,347.0,310.0,310.0,236.0,236.0,200.0,200.0,126.0,236.0,163.0,163.0,226.0,367.0,297.0
15.0,85.0,89.0,156.0,236.0,236.0,200.0,236.0,126.0,163.0,-20.0,163.0,-20.0,126.0,52.0,163.0,156.0,332.0,191.0
297.0,261.0,200.0,226.0,347.0,236.0,236.0,236.0,200.0,200.0,273.0,236.0,200.0,163.0,200.0,236.0,297.0,332.0,297.0
226.0,261.0,163.0,191.0,347.0,163.0,200.0,163.0,126.0,163.0,126.0,126.0,89.0,-20.0,16.0,89.0,85.0,156.0,156.0
85.0,191.0,16.0,156.0,200.0,52.0,16.0,89.0,52.0,52.0,163.0,200.0,89.0,16.0,16.0,126.0,156.0,156.0,121.0
367.0,261.0,236.0,156.0,310.0,89.0,126.0,126.0,126.0,126.0,310.0,236.0,200.0,89.0,163.0,163.0,121.0,85.0,156.0
156.0,156.0,52.0,50.0,89.0,16.0,16.0,89.0,-20.0,89.0,52.0,126.0,-20.0,89.0,-57.0,89.0,15.0,15.0,50.0
226.0,191.0,236.0,85.0,163.0,52.0,89.0,89.0,126.0,126.0,273.0,163.0,89.0,200.0,163.0,200.0,226.0,85.0,226.0
121.0,85.0,273.0,50.0,200.0,16.0,273.0,89.0,200.0,200.0,89.0,52.0,16.0,52.0,89.0,126.0,15.0,-19.0,121.0
50.0,50.0,89.0,-55.0,16.0,-94.0,89.0,-57.0,89.0,16.0,52.0,52.0,-57.0,-57.0,16.0,89.0,15.0,-55.0,50.0
261.0,121.0,200.0,-55.0,163.0,-131.0,163.0,-94.0,200.0,-20.0,200.0,89.0,89.0,-94.0,163.0,89.0,15.0,-55.0,156.0
-55.0,15.0,-20.0,-125.0,52.0,-167.0,89.0,-94.0,52.0,-57.0,-94.0,16.0,-94.0,-204.0,-20.0,-20.0,-160.0,-19.0,50.0
-55.0,15.0,16.0,-90.0,126.0,-94.0,89.0,-94.0,126.0,-20.0,52.0,89.0,52.0,-131.0,126.0,16.0,85.0,156.0,156.0
-19.0,-19.0,126.0,-19.0,236.0,-20.0,200.0,-20.0,126.0,16.0,-20.0,89.0,16.0,-94.0,89.0,-57.0,15.0,191.0,85.0
-266.0,-19.0,-20.0,50.0,89.0,52.0,16.0,16.0,-20.0,-20.0,-167.0,163.0,-94.0,16.0,-20.0,-57.0,50.0,261.0,50.0
50.0,156.0,200.0,191.0,273.0,200.0,126.0,126.0,126.0,89.0,89.0,273.0,126.0,126.0,200.0,89.0,226.0,332.0,191.0
-55.0,121.0,52.0,191.0,163.0,236.0,126.0,163.0,52.0,89.0,-94.0,163.0,-20.0,16.0,-20.0,52.0,15.0,261.0,121.0
-19.0,121.0,16.0,156.0,163.0,236.0,89.0,126.0,126.0,89.0,126.0,200.0,89.0,126.0,126.0,126.0,156.0,332.0,191.0
85.0,121.0,200.0,85.0,347.0,200.0,310.0,163.0,273.0,163.0,200.0,163.0,163.0,89.0,126.0,52.0,50.0,226.0,191.0
-160.0,-55.0,52.0,15.0,163.0,126.0,89.0,52.0,89.0,16.0,52.0,89.0,-20.0,-20.0,-20.0,-20.0,15.0,191.0,85.0
50.0,50.0,273.0,121.0,273.0,163.0,89.0,89.0,163.0,16.0,273.0,163.0,163.0,16.0,200.0,52.0,261.0,226.0,226.0
50.0,85.0,200.0,121.0,200.0,126.0,126.0,89.0,89.0,16.0,16.0,126.0,-20.0,-57.0,-20.0,-57.0,50.0,121.0,121.0
50.0,121.0,16.0,121.0,89.0,126.0,52.0,52.0,89.0,16.0,52.0,163.0,16.0,89.0,16.0,16.0,191.0,121.0,191.0
226.0,121.0,126.0,121.0,163.0,200.0,200.0,200.0,236.0,200.0,163.0,126.0,89.0,163.0,126.0,89.0,121.0,-19.0,297.0
-90.0,-19.0,-131.0,-55.0,-94.0,126.0,126.0,200.0,126.0,236.0,-94.0,52.0,-131.0,126.0,-57.0,126.0,-90.0,-125.0,261.0
-55.0,-19.0,-94.0,-125.0,16.0,200.0,200.0,310.0,273.0,310.0,126.0,89.0,52.0,273.0,200.0,273.0,15.0,-19.0,437.0
-195.0,-90.0,-131.0,-160.0,52.0,236.0,273.0,347.0,236.0,347.0,-57.0,16.0,16.0,236.0,126.0,200.0,-195.0,85.0,367.0
-195.0,-125.0,-204.0,-90.0,52.0,310.0,126.0,347.0,163.0,273.0,16.0,126.0,89.0,310.0,126.0,236.0,-19.0,261.0,367.0
156.0,50.0,89.0,85.0,273.0,347.0,347.0,384.0,310.0,384.0,200.0,236.0,273.0,347.0,273.0,310.0,121.0,297.0,402.0
-55.0,15.0,-20.0,85.0,163.0,236.0,273.0,273.0,163.0,273.0,16.0,163.0,89.0,236.0,89.0,236.0,15.0,191.0,191.0
50.0,85.0,126.0,85.0,200.0,236.0,236.0,200.0,236.0,200.0,236.0,200.0,236.0,273.0,236.0,310.0,261.0,226.0,261.0
85.0,15.0,163.0,85.0,273.0,163.0,384.0,126.0,273.0,163.0,89.0,89.0,163.0,200.0,200.0,236.0,50.0,156.0,191.0
-125.0,-90.0,-94.0,50.0,163.0,89.0,236.0,89.0,163.0,52.0,16.0,126.0,89.0,236.0,163.0,200.0,85.0,226.0,156.0
85.0,85.0,89.0,156.0,347.0,200.0,347.0,163.0,310.0,200.0,273.0,236.0,310.0,273.0,384.0,236.0,156.0,261.0,261.0
-90.0,85.0,16.0,121.0,200.0,163.0,236.0,163.0,163.0,163.0,52.0,200.0,163.0,126.0,163.0,126.0,50.0,191.0,121.0
121.0,156.0,163.0,191.0,126.0,200.0,126.0,163.0,163.0,126.0,310.0,236.0,236.0,163.0,236.0,236.0,332.0,226.0,226.0
332.0,226.0,347.0,332.0,163.0,236.0,236.0,236.0,200.0,200.0,236.0,236.0,163.0,163.0,200.0,200.0,297.0,191.0,191.0
121.0,191.0,163.0,367.0,-57.0,200.0,89.0,236.0,126.0,163.0,52.0,236.0,16.0,126.0,52.0,126.0,332.0,191.0,156.0
261.0,297.0,384.0,473.0,89.0,236.0,236.0,273.0,310.0,273.0,236.0,310.0,200.0,236.0,273.0,236.0,473.0,156.0,297.0
85.0,226.0,273.0,367.0,52.0,126.0,236.0,236.0,200.0,236.0,16.0,200.0,89.0,163.0,126.0,163.0,226.0,-19.0,121.0
121.0,226.0,236.0,261.0,52.0,52.0,163.0,163.0,163.0,200.0,163.0,236.0,200.0,273.0,236.0,273.0,261.0,50.0,191.0
261.0,191.0,310.0,156.0,200.0,126.0,310.0,236.0,273.0,310.0,200.0,163.0,273.0,273.0,347.0,310.0,85.0,50.0,191.0
-55.0,-19.0,16.0,-19.0,-20.0,163.0,163.0,236.0,126.0,236.0,-20.0,52.0,126.0,236.0,200.0,273.0,-55.0,121.0,121.0
121.0,15.0,126.0,15.0,89.0,273.0,200.0,236.0,273.0,200.0,236.0,126.0,273.0,310.0,384.0,310.0,121.0,226.0,261.0
50.0,-19.0,52.0,50.0,16.0,200.0,236.0,200.0,163.0,163.0,16.0,89.0,126.0,200.0,236.0,200.0,-19.0,121.0,50.0
-55.0,50.0,16.0,121.0,-57.0,126.0,89.0,89.0,89.0,89.0,89.0,163.0,126.0,200.0,236.0,200.0,191.0,191.0,50.0
121.0,156.0,273.0,226.0,163.0,163.0,236.0,126.0,200.0,126.0,236.0,236.0,200.0,163.0,273.0,126.0,226.0,156.0,85.0
15.0,50.0,126.0,156.0,52.0,52.0,126.0,52.0,52.0,16.0,52.0,163.0,16.0,16.0,52.0,16.0,121.0,121.0,-19.0
402.0,191.0,273.0,226.0,163.0,52.0,126.0,16.0,163.0,52.0,347.0,236.0,200.0,89.0,273.0,126.0,297.0,156.0,85.0
437.0,191.0,236.0,156.0,126.0,16.0,200.0,52.0,163.0,89.0,163.0,126.0,163.0,52.0,200.0,52.0,15.0,15.0,-19.0
191.0,156.0,16.0,85.0,-20.0,-20.0,52.0,16.0,52.0,52.0,126.0,163.0,163.0,89.0,200.0,89.0,15.0,15.0,15.0
332.0,191.0,163.0,85.0,126.0,52.0,163.0,89.0,163.0,126.0,236.0,163.0,273.0,89.0,310.0,200.0,15.0,50.0,156.0
85.0,121.0,-57.0,85.0,-20.0,52.0,52.0,126.0,89.0,126.0,-57.0,89.0,52.0,16.0,89.0,126.0,-90.0,15.0,50.0
297.0,261.0,52.0,297.0,16.0,89.0,-20.0,126.0,126.0,200.0,200.0,200.0,126.0,89.0,163.0,200.0,297.0,50.0,121.0
402.0,367.0,347.0,437.0,89.0,52.0,52.0,126.0,89.0,200.0,200.0,273.0,52.0,89.0,89.0,89.0,332.0,-55.0,15.0
226.0,261.0,310.0,473.0,-20.0,-20.0,-94.0,52.0,-57.0,89.0,126.0,310.0,16.0,89.0,16.0,126.0,473.0,15.0,-55.0
402.0,297.0,531.0,508.0,273.0,52.0,52.0,89.0,126.0,200.0,347.0,347.0,273.0,200.0,273.0,273.0,508.0,121.0,121.0
121.0,191.0,310.0,261.0,236.0,89.0,126.0,126.0,52.0,163.0,126.0,200.0,163.0,163.0,163.0,200.0,191.0,121.0,50.0
156.0,156.0,200.0,121.0,236.0,200.0,89.0,163.0,126.0,163.0,347.0,200.0,310.0,310.0,236.0,236.0,297.0,261.0,156.0
332.0,191.0,273.0,85.0,310.0,273.0,236.0,273.0,200.0,236.0,310.0,163.0,310.0,273.0,236.0,236.0,156.0,226.0,121.0
191.0,156.0,89.0,15.0,89.0,236.0,89.0,236.0,52.0,200.0,163.0,126.0,126.0,236.0,89.0,200.0,85.0,261.0,50.0
402.0,297.0,273.0,85.0,200.0,273.0,200.0,273.0,163.0,273.0,384.0,200.0,310.0,236.0,347.0,273.0,156.0,261.0,156.0
191.0,191.0,200.0,85.0,126.0,163.0,163.0,236.0,52.0,236.0,200.0,89.0,163.0,-20.0,89.0,126.0,15.0,156.0,15.0
191.0,297.0,236.0,261.0,52.0,89.0,-57.0,126.0,-20.0,163.0,384.0,163.0,163.0,-57.0,52.0,163.0,332.0,191.0,15.0
508.0,473.0,531.0,473.0,163.0,126.0,16.0,163.0,52.0,236.0,457.0,163.0,200.0,-57.0,89.0,163.0,473.0,191.0,50.0
332.0,473.0,384.0,543.0,16.0,126.0,-57.0,163.0,-57.0,200.0,200.0,126.0,16.0,-20.0,16.0,126.0,473.0,226.0,-19.0
508.0,543.0,494.0,613.0,200.0,236.0,52.0,236.0,163.0,273.0,384.0,236.0,273.0,200.0,310.0,236.0,649.0,297.0,226.0
367.0,402.0,384.0,508.0,200.0,273.0,200.0,310.0,163.0,310.0,126.0,126.0,200.0,236.0,200.0,200.0,367.0,226.0,156.0
297.0,332.0,200.0,367.0,89.0,273.0,52.0,236.0,126.0,236.0,163.0,126.0,200.0,273.0,163.0,310.0,402.0,226.0,191.0
543.0,402.0,310.0,332.0,200.0,273.0,200.0,273.0,236.0,273.0,310.0,126.0,310.0,273.0,236.0,310.0,297.0,226.0,226.0
297.0,297.0,52.0,156.0,89.0,163.0,163.0,200.0,89.0,163.0,52.0,52.0,89.0,126.0,52.0,200.0,50.0,156.0,121.0
402.0,297.0,89.0,121.0,163.0,126.0,163.0,126.0,163.0,126.0,236.0,126.0,236.0,163.0,236.0,200.0,191.0,226.0,261.0
297.0,191.0,89.0,85.0,200.0,89.0,236.0,126.0,163.0,126.0,89.0,89.0,163.0,52.0,163.0,89.0,15.0,191.0,191.0
-19.0,50.0,-94.0,50.0,52.0,89.0,126.0,89.0,126.0,52.0,-20.0,89.0,126.0,89.0,163.0,52.0,15.0,261.0,156.0
121.0,85.0,52.0,85.0,236.0,163.0,273.0,163.0,310.0,163.0,126.0,89.0,310.0,163.0,347.0,163.0,85.0,261.0,297.0
-55.0,50.0,-94.0,-19.0,126.0,89.0,236.0,126.0,236.0,163.0,-167.0,-20.0,126.0,52.0,126.0,89.0,-90.0,121.0,156.0
121.0,156.0,-57.0,-19.0,126.0,89.0,163.0,89.0,273.0,163.0,52.0,52.0,200.0,126.0,236.0,163.0,85.0,121.0,261.0
226.0,121.0,16.0,-19.0,200.0,126.0,347.0,163.0,310.0,236.0,-20.0,52.0,200.0,126.0,236.0,126.0,-90.0,50.0,226.0
-19.0,15.0,-167.0,-55.0,16.0,89.0,200.0,126.0,200.0,126.0,-131.0,52.0,89.0,126.0,163.0,89.0,-90.0,15.0,191.0
156.0,121.0,52.0,-19.0,200.0,163.0,273.0,163.0,310.0,200.0,126.0,89.0,273.0,200.0,310.0,163.0,15.0,-19.0,297.0
50.0,85.0,16.0,-90.0,89.0,89.0,273.0,200.0,236.0,236.0,-94.0,16.0,89.0,52.0,89.0,126.0,-231.0,-55.0,156.0
121.0,121.0,16.0,-19.0,52.0,126.0,236.0,163.0,273.0,236.0,89.0,89.0,200.0,126.0,236.0,163.0,-19.0,50.0,226.0
156.0,121.0,126.0,50.0,163.0,163.0,384.0,200.0,384.0,273.0,89.0,52.0,273.0,126.0,384.0,126.0,-125.0,15.0,226.0
-231.0,-90.0,-167.0,-19.0,-57.0,89.0,200.0,126.0,236.0,126.0,-131.0,-20.0,126.0,52.0,200.0,126.0,-195.0,15.0,121.0
-125.0,-90.0,-20.0,-55.0,16.0,163.0,273.0,200.0,384.0,236.0,126.0,16.0,273.0,163.0,384.0,310.0,-55.0,121.0,261.0
-266.0,-195.0,-57.0,-160.0,-57.0,200.0,310.0,236.0,273.0,310.0,-94.0,-94.0,89.0,126.0,163.0,273.0,-231.0,50.0,121.0
-195.0,-195.0,-131.0,-160.0,-167.0,200.0,126.0,200.0,163.0,236.0,16.0,-20.0,52.0,273.0,126.0,273.0,-19.0,191.0,156.0
156.0,-55.0,163.0,-55.0,52.0,273.0,200.0,236.0,200.0,236.0,126.0,-20.0,163.0,273.0,200.0,273.0,121.0,297.0,191.0
-19.0,-55.0,52.0,-19.0,52.0,236.0,89.0,200.0,16.0,126.0,-57.0,-20.0,16.0,126.0,-20.0,126.0,121.0,402.0,85.0
121.0,121.0,200.0,85.0,347.0,310.0,200.0,200.0,163.0,126.0,200.0,163.0,236.0,236.0,236.0,163.0,367.0,508.0,226.0
85.0,156.0,163.0,121.0,457.0,273.0,310.0,200.0,163.0,89.0,52.0,163.0,200.0,163.0,163.0,89.0,191.0,402.0,156.0
50.0,191.0,16.0,121.0,347.0,200.0,200.0,126.0,163.0,52.0,52.0,200.0,200.0,163.0,163.0,89.0,226.0,332.0,121.0
367.0,297.0,236.0,156.0,420.0,200.0,347.0,126.0,273.0,163.0,163.0,236.0,310.0,163.0,310.0,89.0,261.0,156.0,191.0
121.0,191.0,89.0,15.0,200.0,126.0,310.0,89.0,163.0,89.0,-94.0,126.0,89.0,52.0,89.0,16.0,85.0,85.0,50.0
261.0,191.0,200.0,50.0,163.0,163.0,273.0,126.0,273.0,89.0,126.0,163.0,200.0,89.0,273.0,89.0,297.0,156.0,226.0
261.0,121.0,236.0,50.0,163.0,163.0,347.0,163.0,273.0,163.0,16.0,52.0,126.0,-20.0,236.0,89.0,191.0,50.0,121.0
15.0,50.0,89.0,85.0,16.0,52.0,163.0,52.0,163.0,89.0,-57.0,52.0,52.0,16.0,163.0,89.0,297.0,15.0,15.0
191.0,156.0,347.0,226.0,163.0,89.0,273.0,52.0,236.0,126.0,126.0,126.0,273.0,126.0,347.0,200.0,402.0,15.0,50.0
-19.0,85.0,200.0,226.0,16.0,89.0,200.0,89.0,89.0,126.0,-57.0,52.0,126.0,89.0,163.0,163.0,191.0,-19.0,-55.0
15.0,50.0,163.0,191.0,16.0,200.0,126.0,163.0,126.0,126.0,126.0,126.0,310.0,236.0,310.0,236.0,332.0,121.0,121.0
121.0,50.0,236.0,156.0,126.0,347.0,310.0,273.0,236.0,236.0,126.0,89.0,310.0,310.0,273.0,200.0,191.0,156.0,226.0
-90.0,-19.0,16.0,50.0,52.0,347.0,126.0,273.0,89.0,163.0,16.0,89.0,163.0,273.0,52.0,126.0,191.0,297.0,156.0
226.0,156.0,236.0,156.0,273.0,384.0,200.0,273.0,163.0,200.0,273.0,163.0,273.0,273.0,200.0,163.0,297.0,367.0,226.0
85.0,121.0,126.0,85.0,273.0,200.0,126.0,163.0,16.0,89.0,52.0,-20.0,89.0,16.0,-20.0,-20.0,50.0,261.0,-19.0
15.0,85.0,126.0,15.0,236.0,52.0,-57.0,16.0,-57.0,16.0,236.0,-20.0,163.0,-20.0,52.0,-20.0,156.0,261.0,-55.0
156.0,191.0,273.0,50.0,384.0,16.0,16.0,-20.0,-57.0,52.0,347.0,-20.0,273.0,-20.0,163.0,16.0,85.0,191.0,-125.0
-90.0,121.0,16.0,15.0,200.0,-131.0,-131.0,-131.0,-204.0,-131.0,126.0,-57.0,163.0,-94.0,-20.0,-57.0,15.0,121.0,-231.0
156.0,226.0,126.0,85.0,310.0,-94.0,16.0,-131.0,16.0,-20.0,347.0,52.0,347.0,-20.0,200.0,52.0,261.0,156.0,-19.0
191.0,191.0,89.0,85.0,273.0,-94.0,126.0,-57.0,-20.0,16.0,126.0,16.0,236.0,-20.0,89.0,-20.0,85.0,85.0,-90.0
156.0,261.0,52.0,85.0,163.0,-20.0,16.0,-94.0,-20.0,-131.0,236.0,126.0,236.0,89.0,52.0,16.0,226.0,156.0,-55.0
332.0,367.0,273.0,156.0,310.0,16.0,126.0,-57.0,89.0,-131.0,420.0,236.0,310.0,163.0,163.0,52.0,261.0,85.0,-19.0
85.0,297.0,126.0,85.0,126.0,-94.0,16.0,-131.0,-94.0,-131.0,200.0,200.0,126.0,89.0,-20.0,16.0,191.0,-19.0,-90.0
332.0,332.0,273.0,121.0,163.0,-131.0,-57.0,-131.0,-20.0,-94.0,457.0,236.0,200.0,89.0,52.0,52.0,367.0,-19.0,15.0
367.0,261.0,273.0,15.0,126.0,-131.0,-20.0,-131.0,-20.0,-94.0,273.0,89.0,52.0,-20.0,-94.0,-57.0,156.0,-125.0,-55.0
226.0,121.0,89.0,-55.0,-20.0,-131.0,-167.0,-167.0,-131.0,-204.0,236.0,89.0,-20.0,16.0,-131.0,-57.0,191.0,-19.0,-55.0
473.0,156.0,236.0,-19.0,163.0,16.0,-57.0,-94.0,-20.0,-131.0,347.0,126.0,89.0,89.0,52.0,52.0,191.0,50.0,50.0
226.0,50.0,-20.0,-19.0,52.0,52.0,-131.0,-20.0,-131.0,-94.0,52.0,126.0,-57.0,52.0,-131.0,16.0,-55.0,50.0,-90.0
226.0,85.0,-57.0,15.0,163.0,126.0,-131.0,16.0,-57.0,-57.0,236.0,273.0,126.0,200.0,52.0,52.0,85.0,156.0,85.0
226.0,121.0,52.0,15.0,310.0,163.0,89.0,89.0,52.0,16.0,200.0,384.0,200.0,200.0,89.0,-20.0,-55.0,156.0,50.0
15.0,156.0,-57.0,15.0,200.0,126.0,16.0,52.0,-20.0,-20.0,126.0,531.0,163.0,236.0,89.0,-20.0,15.0,191.0,50.0
297.0,332.0,200.0,156.0,384.0,236.0,163.0,126.0,163.0,126.0,384.0,641.0,347.0,347.0,310.0,89.0,156.0,261.0,191.0
226.0,297.0,126.0,156.0,273.0,200.0,126.0,163.0,89.0,126.0,89.0,568.0,163.0,236.0,89.0,16.0,15.0,191.0,50.0
367.0,226.0,126.0,156.0,236.0,200.0,-20.0,126.0,89.0,52.0,236.0,531.0,200.0,273.0,89.0,52.0,226.0,226.0,156.0
402.0,191.0,273.0,156.0,310.0,200.0,89.0,163.0,163.0,126.0,200.0,494.0,163.0,236.0,89.0,16.0,121.0,191.0,121.0
85.0,121.0,89.0,121.0,126.0,126.0,-20.0,89.0,16.0,89.0,-20.0,457.0,-57.0,200.0,-94.0,-20.0,85.0,191.0,50.0
261.0,226.0,310.0,191.0,236.0,163.0,52.0,126.0,163.0,163.0,200.0,494.0,89.0,273.0,163.0,89.0,297.0,191.0,191.0
156.0,156.0,273.0,191.0,163.0,126.0,126.0,126.0,163.0,163.0,16.0,384.0,-20.0,163.0,89.0,52.0,156.0,50.0,85.0
156.0,156.0,273.0,191.0,126.0,52.0,16.0,16.0,126.0,16.0,126.0,457.0,52.0,236.0,126.0,52.0,332.0,50.0,85.0
367.0,226.0,457.0,226.0,236.0,16.0,200.0,52.0,236.0,52.0,200.0,457.0,126.0,200.0,200.0,16.0,297.0,-19.0,156.0
85.0,121.0,236.0,85.0,89.0,-57.0,89.0,-20.0,126.0,-57.0,16.0,384.0,-20.0,126.0,16.0,-94.0,156.0,-90.0,121.0
297.0,226.0,347.0,121.0,200.0,-57.0,200.0,-20.0,310.0,16.0,273.0,420.0,163.0,126.0,273.0,-57.0,332.0,-90.0,297.0
332.0,191.0,347.0,50.0,163.0,-131.0,273.0,-57.0,236.0,16.0,89.0,310.0,52.0,-94.0,89.0,-167.0,121.0,-231.0,156.0
261.0,121.0,163.0,15.0,16.0,-131.0,52.0,-20.0,126.0,163.0,126.0,310.0,16.0,-57.0,52.0,-131.0,156.0,-160.0,191.0
508.0,191.0,420.0,121.0,163.0,-20.0,200.0,52.0,200.0,200.0,310.0,384.0,126.0,89.0,200.0,-57.0,226.0,-125.0,191.0
226.0,121.0,273.0,156.0,-20.0,-167.0,52.0,-167.0,16.0,-241.0,89.0,384.0,-57.0,16.0,-20.0,-167.0,50.0,-195.0,-125.0
332.0,156.0,310.0,156.0,16.0,-241.0,-57.0,-315.0,16.0,-315.0,273.0,420.0,52.0,52.0,163.0,-131.0,261.0,-195.0,-55.0
367.0,156.0,310.0,121.0,52.0,-241.0,16.0,-204.0,16.0,-131.0,126.0,347.0,-20.0,-20.0,52.0,-204.0,50.0,-231.0,-90.0
156.0,191.0,126.0,156.0,-57.0,-94.0,-131.0,-94.0,-94.0,-94.0,126.0,457.0,-57.0,89.0,16.0,-167.0,121.0,-19.0,-90.0
297.0,332.0,310.0,332.0,163.0,89.0,52.0,52.0,52.0,-20.0,310.0,568.0,163.0,163.0,200.0,-94.0,156.0,50.0,15.0
121.0,191.0,89.0,226.0,16.0,16.0,16.0,16.0,-94.0,-131.0,52.0,384.0,16.0,-57.0,16.0,-204.0,-19.0,-19.0,-55.0
226.0,156.0,163.0,156.0,16.0,-20.0,-57.0,-57.0,-20.0,-167.0,273.0,347.0,89.0,-20.0,126.0,-167.0,156.0,15.0,85.0
332.0,121.0,310.0,121.0,89.0,52.0,89.0,52.0,89.0,16.0,236.0,273.0,52.0,89.0,89.0,-94.0,50.0,-19.0,121.0
121.0,50.0,126.0,50.0,-57.0,52.0,16.0,52.0,16.0,16.0,89.0,273.0,-57.0,200.0,16.0,-20.0,15.0,15.0,50.0
332.0,156.0,310.0,121.0,126.0,89.0,126.0,89.0,126.0,89.0,236.0,347.0,126.0,273.0,200.0,89.0,156.0,50.0,156.0
85.0,85.0,163.0,121.0,52.0,52.0,126.0,89.0,52.0,89.0,-20.0,236.0,-20.0,163.0,16.0,16.0,15.0,-19.0,-19.0
85.0,121.0,126.0,156.0,16.0,89.0,-20.0,89.0,52.0,89.0,163.0,273.0,52.0,236.0,126.0,52.0,226.0,15.0,50.0
261.0,156.0,273.0,191.0,52.0,89.0,52.0,126.0,126.0,163.0,163.0,236.0,89.0,163.0,200.0,52.0,156.0,-90.0,-19.0
-19.0,50.0,52.0,156.0,-241.0,16.0,-167.0,52.0,-57.0,16.0,-94.0,200.0,-94.0,126.0,-20.0,-20.0,50.0,-90.0,-195.0
191.0,121.0,236.0,226.0,-94.0,52.0,-167.0,16.0,-20.0,-20.0,163.0,273.0,52.0,200.0,89.0,52.0,261.0,15.0,-55.0
85.0,15.0,163.0,191.0,-57.0,16.0,-57.0,16.0,-57.0,-20.0,-20.0,89.0,-94.0,89.0,-94.0,-20.0,85.0,-19.0,-90.0
-55.0,-55.0,52.0,191.0,-57.0,52.0,-94.0,52.0,-20.0,52.0,16.0,89.0,-94.0,163.0,-20.0,89.0,156.0,191.0,15.0
121.0,15.0,200.0,226.0,163.0,236.0,163.0,236.0,200.0,273.0,89.0,89.0,89.0,236.0,200.0,200.0,121.0,297.0,226.0
-90.0,-90.0,52.0,121.0,52.0,273.0,163.0,347.0,126.0,384.0,-131.0,52.0,-57.0,163.0,52.0,126.0,15.0,297.0,261.0
85.0,15.0,200.0,191.0,126.0,347.0,236.0,384.0,310.0,457.0,126.0,126.0,89.0,273.0,273.0,236.0,226.0,297.0,437.0
50.0,50.0,200.0,226.0,52.0,347.0,310.0,384.0,310.0,347.0,-20.0,126.0,-57.0,200.0,126.0,163.0,85.0,226.0,261.0
-19.0,121.0,89.0,332.0,-94.0,347.0,16.0,384.0,163.0,384.0,-20.0,236.0,-94.0,236.0,52.0,163.0,261.0,367.0,261.0
297.0,297.0,347.0,508.0,126.0,457.0,52.0,494.0,273.0,531.0,163.0,273.0,126.0,347.0,273.0,273.0,402.0,367.0,332.0
156.0,226.0,200.0,473.0,52.0,347.0,-94.0,384.0,200.0,347.0,-131.0,163.0,-57.0,200.0,89.0,200.0,226.0,226.0,85.0
261.0,261.0,236.0,473.0,52.0,347.0,-204.0,273.0,273.0,236.0,52.0,200.0,52.0,310.0,200.0,347.0,367.0,297.0,121.0
226.0,226.0,236.0,402.0,89.0,310.0,-131.0,236.0,273.0,236.0,-20.0,126.0,-20.0,273.0,89.0,273.0,121.0,261.0,50.0
15.0,156.0,89.0,297.0,-20.0,236.0,-388.0,200.0,236.0,126.0,-57.0,126.0,-94.0,236.0,-20.0,200.0,121.0,297.0,50.0
226.0,261.0,310.0,367.0,200.0,310.0,-499.0,273.0,568.0,273.0,236.0,163.0,163.0,347.0,236.0,236.0,191.0,402.0,191.0
50.0,191.0,163.0,367.0,163.0,384.0,-535.0,384.0,531.0,310.0,16.0,126.0,52.0,273.0,52.0,236.0,15.0,402.0,191.0
50.0,261.0,126.0,402.0,163.0,457.0,-425.0,457.0,568.0,347.0,163.0,273.0,163.0,347.0,200.0,384.0,191.0,437.0,367.0
191.0,297.0,200.0,367.0,273.0,457.0,-57.0,494.0,641.0,420.0,126.0,236.0,236.0,310.0,236.0,384.0,50.0,297.0,437.0
-19.0,191.0,-57.0,191.0,52.0,347.0,-131.0,420.0,531.0,347.0,-20.0,163.0,126.0,273.0,126.0,347.0,-55.0,191.0,332.0
226.0,297.0,126.0,191.0,163.0,384.0,-57.0,384.0,604.0,347.0,273.0,163.0,273.0,273.0,347.0,457.0,50.0,156.0,332.0
121.0,261.0,16.0,156.0,16.0,273.0,-131.0,310.0,420.0,310.0,52.0,-20.0,52.0,89.0,126.0,310.0,-125.0,50.0,50.0
